tarih,sube_kodu,sube_adi,il,ilce,sube_tipi,kabul_edilen,teslim_edilen,bekleyen,geciken,iade_edilen,ortalama_teslim_suresi,toplam_personel,dagitici_sayisi,gise_personeli,izinli_personel,fazla_mesai_saati,sikayet_sayisi,basarisiz_teslimat,hasarli_gonderi,yanlis_teslimat,toplam_gelir,kargo_geliri,bankacilik_islem_sayisi,tahsilat_sayisi,hava_durumu,resmi_tatil,bayram_donemi,bolgesel_yogunluk,teslim_basarisi_pct,gecikme_orani_pct,iade_orani_pct,sikayet_orani_binde,personel_verimliligi,dagitici_is_yuku,gonderi_basi_gelir
2026-02-05,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,429,361,61,69,7,1.98,19,7,7,3,39.3,9,13,3,2,18252.98,15030.73,155,47,Açık,0,0,1.14,84.15,16.08,1.63,24.93,19.0,61.29,42.55
2026-02-05,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,474,412,54,60,8,1.73,20,8,7,2,23.1,6,9,3,1,22401.33,16786.2,223,107,Açık,0,0,1.28,86.92,12.66,1.69,14.56,20.6,59.25,47.26
2026-02-05,S008,Konya Selçuklu,Konya,Selçuklu,Orta,266,251,10,13,5,1.37,16,6,5,0,3.6,0,9,1,1,13897.07,10233.65,144,76,Bulutlu,0,0,0.85,94.36,4.89,1.88,0.0,15.69,44.33,52.24
2026-02-05,S009,Samsun İlkadım,Samsun,İlkadım,Orta,305,274,26,30,5,1.87,15,6,4,0,3.6,6,21,1,0,14062.16,10778.19,159,70,Yağmurlu,0,0,0.88,89.84,9.84,1.64,21.9,18.27,50.83,46.11
2026-02-05,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,289,247,36,40,6,1.87,14,5,4,2,22.8,5,6,1,1,12576.79,10538.5,100,39,Açık,0,0,0.91,85.47,13.84,2.08,20.24,17.64,57.8,43.52
2026-02-06,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,481,432,37,44,12,1.69,24,9,10,0,11.0,8,32,0,1,23430.71,18559.94,243,108,Yağmurlu,0,0,1.53,89.81,9.15,2.49,18.52,18.0,53.44,48.71
2026-02-06,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,432,400,26,32,6,1.39,21,8,8,1,14.3,5,11,2,2,21250.91,16801.22,224,111,Açık,0,0,1.27,92.59,7.41,1.39,12.5,19.05,54.0,49.19
2026-02-06,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,494,441,44,51,9,2.13,28,11,12,3,18.7,8,26,3,1,21830.7,17695.41,173,85,Yağmurlu,0,0,1.52,89.27,10.32,1.82,18.14,15.75,44.91,44.19
2026-02-06,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,546,497,37,42,12,1.5,25,10,10,1,17.4,7,19,3,3,23701.29,18747.3,234,86,Açık,0,0,1.55,91.03,7.69,2.2,14.08,19.88,54.6,43.41
2026-02-06,S005,İzmir Konak,İzmir,Konak,Merkez,441,388,44,50,9,1.71,23,9,9,3,24.4,7,15,2,1,20757.41,16112.99,214,117,Açık,0,0,1.25,87.98,11.34,2.04,18.04,16.87,49.0,47.07
2026-02-06,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,317,292,20,21,5,1.35,19,7,7,2,12.6,3,12,1,1,16847.25,13599.62,148,68,Açık,0,0,0.96,92.11,6.62,1.58,10.27,15.37,45.29,53.15
2026-02-06,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,421,395,21,25,5,1.47,20,8,7,1,12.7,2,12,1,1,19239.21,14490.71,217,68,Bulutlu,0,0,1.27,93.82,5.94,1.19,5.06,19.75,52.62,45.7
2026-02-06,S008,Konya Selçuklu,Konya,Selçuklu,Orta,373,301,67,69,5,2.36,16,6,5,3,42.0,9,8,2,1,15303.99,11989.32,121,59,Açık,0,0,1.02,80.7,18.5,1.34,29.9,18.81,62.17,41.03
2026-02-06,S009,Samsun İlkadım,Samsun,İlkadım,Orta,335,305,24,30,6,1.78,15,6,4,1,14.3,4,7,1,1,14924.47,11049.39,141,74,Açık,0,0,0.96,91.04,8.96,1.79,13.11,20.33,55.83,44.55
2026-02-06,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,290,250,33,34,7,1.97,14,5,4,2,22.8,3,7,1,1,12660.74,9676.79,117,55,Açık,0,0,0.77,86.21,11.72,2.41,12.0,17.86,58.0,43.66
2026-02-07,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,230,215,10,10,5,1.38,24,9,10,1,0.0,2,5,1,1,10698.23,7814.36,112,40,Açık,0,0,1.43,93.48,4.35,2.17,9.3,8.96,25.56,46.51
2026-02-07,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,246,233,10,12,3,1.5,21,8,8,1,0.0,1,8,1,1,13561.21,10796.63,113,54,Açık,0,0,1.36,94.72,4.88,1.22,4.29,11.1,30.75,55.13
2026-02-07,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,258,244,9,12,5,1.4,28,11,12,2,0.0,2,8,1,1,11682.77,9165.52,118,39,Açık,0,0,1.57,94.57,4.65,1.94,8.2,8.71,23.45,45.28
2026-02-07,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,158,147,6,8,5,1.17,25,10,10,1,0.0,1,5,1,0,8009.09,6551.07,53,28,Açık,0,0,1.28,93.04,5.06,3.16,6.8,5.88,15.8,50.69
2026-02-07,S005,İzmir Konak,İzmir,Konak,Merkez,247,239,5,9,3,1.42,23,9,9,1,0.0,2,7,1,0,13480.49,11180.06,106,51,Açık,0,0,1.4,96.76,3.64,1.21,8.37,10.39,27.44,54.58
2026-02-07,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,147,133,12,15,2,1.96,19,7,7,2,0.0,2,10,1,0,6986.59,5698.41,54,25,Yağmurlu,0,0,1.05,90.48,10.2,1.36,15.04,7.0,21.0,47.53
2026-02-07,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,216,206,8,10,2,1.3,20,8,7,0,0.0,1,5,2,1,10274.09,8086.55,94,37,Açık,0,0,1.24,95.37,4.63,0.93,4.85,10.3,27.0,47.57
2026-02-07,S008,Konya Selçuklu,Konya,Selçuklu,Orta,132,125,5,6,2,1.34,16,6,5,2,0.0,0,4,0,0,6741.43,5194.89,66,35,Açık,0,0,0.96,94.7,4.55,1.52,0.0,7.81,22.0,51.07
2026-02-07,S009,Samsun İlkadım,Samsun,İlkadım,Orta,125,114,8,9,3,1.59,15,6,4,2,0.0,3,8,0,0,6388.35,5229.21,49,19,Yağmurlu,0,0,0.74,91.2,7.2,2.4,26.32,7.6,20.83,51.11
2026-02-07,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,158,135,21,23,2,2.32,14,5,4,2,6.1,6,18,1,0,6388.39,5081.81,54,18,Karlı,0,0,0.83,85.44,14.56,1.27,44.44,9.64,31.6,40.43
2026-02-08,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,242,228,9,11,5,1.17,24,9,10,3,2.1,0,9,1,1,12074.72,9843.62,107,48,Açık,0,0,1.31,94.21,4.55,2.07,0.0,9.5,26.89,49.9
2026-02-08,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,212,202,8,8,2,1.38,21,8,8,2,0.0,0,5,1,1,10023.54,7829.61,107,41,Açık,0,0,1.32,95.28,3.77,0.94,0.0,9.62,26.5,47.28
2026-02-08,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,257,243,9,10,5,1.36,28,11,12,2,0.0,2,5,1,1,13478.85,10750.85,107,56,Açık,0,0,1.58,94.55,3.89,1.95,8.23,8.68,23.36,52.45
2026-02-08,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,296,280,14,16,2,1.55,25,10,10,2,0.0,2,9,1,1,14323.41,11238.95,147,76,Açık,0,0,1.46,94.59,5.41,0.68,7.14,11.2,29.6,48.39
2026-02-08,S005,İzmir Konak,İzmir,Konak,Merkez,227,206,18,20,3,1.73,23,9,9,3,0.0,4,13,1,1,9798.04,8058.52,88,32,Yağmurlu,0,0,1.41,90.75,8.81,1.32,19.42,8.96,25.22,43.16
2026-02-08,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,156,149,5,8,2,1.42,19,7,7,2,0.0,2,4,1,0,7455.0,6358.88,52,20,Bulutlu,0,0,1.05,95.51,5.13,1.28,13.42,7.84,22.29,47.79
2026-02-08,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,175,164,8,9,3,1.29,20,8,7,2,0.0,1,5,1,0,9243.16,6892.85,89,43,Bulutlu,0,0,1.1,93.71,5.14,1.71,6.1,8.2,21.88,52.82
2026-02-08,S008,Konya Selçuklu,Konya,Selçuklu,Orta,147,138,6,8,3,1.24,16,6,5,3,6.2,0,3,1,0,6471.19,4989.15,64,29,Açık,0,0,0.99,93.88,5.44,2.04,0.0,8.62,24.5,44.02
2026-02-08,S009,Samsun İlkadım,Samsun,İlkadım,Orta,108,102,4,6,2,1.66,15,6,4,0,0.0,1,4,0,0,4636.85,3907.69,42,14,Bulutlu,0,0,0.77,94.44,5.56,1.85,9.8,6.8,18.0,42.93
2026-02-08,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,122,107,14,16,1,2.13,14,5,4,0,0.0,3,13,0,0,5501.57,4432.84,44,23,Karlı,0,0,0.79,87.7,13.11,0.82,28.04,7.64,24.4,45.09
2026-02-09,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,542,484,50,57,8,1.81,24,9,10,2,28.3,6,15,1,1,26001.08,19389.17,273,128,Açık,0,0,1.35,89.3,10.52,1.48,12.4,20.17,60.22,47.97
2026-02-09,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,479,429,43,47,7,2.02,21,8,8,0,12.5,8,26,2,2,26398.43,19987.01,255,129,Yağmurlu,0,0,1.21,89.56,9.81,1.46,18.65,20.43,59.88,55.11
2026-02-09,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,632,578,42,44,12,1.65,28,11,12,1,18.3,7,12,3,1,30999.92,23170.66,342,118,Açık,0,0,1.65,91.46,6.96,1.9,12.11,20.64,57.45,49.05
2026-02-09,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,602,533,62,69,7,1.78,25,10,10,0,16.3,11,34,1,1,29570.01,24199.24,292,137,Yağmurlu,0,0,1.43,88.54,11.46,1.16,20.64,21.32,60.2,49.12
2026-02-09,S005,İzmir Konak,İzmir,Konak,Merkez,550,485,56,60,9,1.74,23,9,9,2,29.1,9,12,1,1,27897.15,22242.57,269,104,Açık,0,0,1.4,88.18,10.91,1.64,18.56,21.09,61.11,50.72
2026-02-09,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,462,406,49,52,7,1.9,19,7,7,2,32.0,6,9,2,1,19575.44,16112.5,162,74,Açık,0,0,1.09,87.88,11.26,1.52,14.78,21.37,66.0,42.37
2026-02-09,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,465,426,29,37,10,1.6,20,8,7,1,16.5,3,11,2,1,18353.56,15429.14,152,57,Bulutlu,0,0,1.14,91.61,7.96,2.15,7.04,21.3,58.12,39.47
2026-02-09,S008,Konya Selçuklu,Konya,Selçuklu,Orta,417,368,41,46,8,1.69,16,6,5,1,20.8,7,8,2,1,19934.13,13829.96,226,94,Açık,0,0,0.98,88.25,11.03,1.92,19.02,23.0,69.5,47.8
2026-02-09,S009,Samsun İlkadım,Samsun,İlkadım,Orta,386,340,38,41,8,1.85,15,6,4,1,17.9,5,9,1,1,20024.33,15172.37,179,76,Bulutlu,0,0,0.94,88.08,10.62,2.07,14.71,22.67,64.33,51.88
2026-02-09,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,283,246,31,32,6,1.97,14,5,4,2,20.2,4,7,1,1,13098.04,10342.49,104,44,Açık,0,0,0.78,86.93,11.31,2.12,16.26,17.57,56.6,46.28
2026-02-10,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,416,374,34,35,8,1.6,24,9,10,1,8.4,6,26,2,1,20578.01,16764.11,168,92,Yağmurlu,0,0,1.24,89.9,8.41,1.92,16.04,15.58,46.22,49.47
2026-02-10,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,411,387,19,19,5,1.36,21,8,8,0,7.8,4,15,2,1,18092.92,14665.9,151,61,Açık,0,0,1.23,94.16,4.62,1.22,10.34,18.43,51.38,44.02
2026-02-10,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,465,437,20,21,8,1.59,28,11,12,2,9.3,5,12,3,1,23439.81,18435.66,223,75,Bulutlu,0,0,1.53,93.98,4.52,1.72,11.44,15.61,42.27,50.41
2026-02-10,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,477,437,30,32,10,1.65,25,10,10,2,14.7,5,19,2,0,24685.72,20616.78,166,64,Bulutlu,0,0,1.49,91.61,6.71,2.1,11.44,17.48,47.7,51.75
2026-02-10,S005,İzmir Konak,İzmir,Konak,Merkez,372,350,15,16,7,1.42,23,9,9,1,5.5,3,9,1,0,17786.67,14388.57,153,47,Açık,0,0,1.23,94.09,4.3,1.88,8.57,15.22,41.33,47.81
2026-02-10,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,378,340,32,37,6,1.89,19,7,7,2,19.5,5,9,2,2,17583.31,14051.6,172,83,Açık,0,0,1.08,89.95,9.79,1.59,14.71,17.89,54.0,46.52
2026-02-10,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,382,338,37,43,7,1.73,20,8,7,3,23.3,5,8,1,1,15781.51,13203.43,146,47,Açık,0,0,1.1,88.48,11.26,1.83,14.79,16.9,47.75,41.31
2026-02-10,S008,Konya Selçuklu,Konya,Selçuklu,Orta,373,334,34,40,5,1.56,16,6,5,1,17.4,3,10,2,1,19117.15,15794.85,131,71,Açık,0,0,1.03,89.54,10.72,1.34,8.98,20.88,62.17,51.25
2026-02-10,S009,Samsun İlkadım,Samsun,İlkadım,Orta,288,266,15,19,7,1.59,15,6,4,1,10.7,5,7,1,0,12884.52,10866.57,93,43,Açık,0,0,0.87,92.36,6.6,2.43,18.8,17.73,48.0,44.74
2026-02-10,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,285,201,80,68,4,3.52,14,5,4,3,41.3,9,32,2,1,12953.35,9571.01,138,58,Karlı,0,0,0.88,70.53,23.86,1.4,44.78,14.36,57.0,45.45
2026-02-11,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,455,428,17,21,10,1.59,24,9,10,1,12.9,5,14,1,1,21028.72,16092.83,213,90,Bulutlu,0,0,1.37,94.07,4.62,2.2,11.68,17.83,50.56,46.22
2026-02-11,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,365,340,16,18,9,1.41,21,8,8,0,2.5,5,11,1,1,18838.63,15825.22,157,69,Açık,0,0,1.06,93.15,4.93,2.47,14.71,16.19,45.62,51.61
2026-02-11,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,511,472,29,39,10,1.33,28,11,12,2,16.5,5,10,2,1,27070.21,21463.2,261,109,Açık,0,0,1.59,92.37,7.63,1.96,10.59,16.86,46.45,52.97
2026-02-11,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,511,450,53,57,8,1.9,25,10,10,3,27.3,10,32,2,2,23128.83,18849.96,192,79,Yağmurlu,0,0,1.45,88.06,11.15,1.57,22.22,18.0,51.1,45.26
2026-02-11,S005,İzmir Konak,İzmir,Konak,Merkez,426,404,19,24,3,1.27,23,9,9,0,6.5,3,9,1,2,17692.07,14561.2,172,54,Açık,0,0,1.36,94.84,5.63,0.7,7.43,17.57,47.33,41.53
2026-02-11,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,359,334,16,22,9,1.43,19,7,7,1,12.6,5,12,1,1,19838.4,15727.65,196,78,Açık,0,0,1.08,93.04,6.13,2.51,14.97,17.58,51.29,55.26
2026-02-11,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,477,418,46,52,13,1.63,20,8,7,2,24.5,7,14,2,1,21434.0,17708.98,168,78,Açık,0,0,1.37,87.63,10.9,2.73,16.75,20.9,59.62,44.94
2026-02-11,S008,Konya Selçuklu,Konya,Selçuklu,Orta,334,306,25,28,3,1.54,16,6,5,1,15.0,4,13,1,1,14221.42,11062.56,131,69,Bulutlu,0,0,1.06,91.62,8.38,0.9,13.07,19.12,55.67,42.58
2026-02-11,S009,Samsun İlkadım,Samsun,İlkadım,Orta,283,219,60,64,4,2.42,15,6,4,4,50.4,5,6,2,1,12150.55,10072.96,94,38,Açık,0,0,0.85,77.39,22.61,1.41,22.83,14.6,47.17,42.93
2026-02-11,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,279,245,30,31,4,1.92,14,5,4,2,23.8,4,5,1,1,13682.7,10376.9,142,76,Açık,0,0,0.81,87.81,11.11,1.43,16.33,17.5,55.8,49.04
2026-02-12,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,490,460,21,28,9,1.66,24,9,10,1,14.7,3,14,1,2,22408.67,17371.6,229,89,Açık,0,0,1.43,93.88,5.71,1.84,6.52,19.17,54.44,45.73
2026-02-12,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,430,378,45,53,7,1.76,21,8,8,3,28.3,7,13,2,1,17977.42,14637.85,162,54,Açık,0,0,1.25,87.91,12.33,1.63,18.52,18.0,53.75,41.81
2026-02-12,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,546,495,43,56,8,1.73,28,11,12,1,13.0,9,28,3,1,23531.68,18915.95,237,82,Yağmurlu,0,0,1.62,90.66,10.26,1.47,18.18,17.68,49.64,43.1
2026-02-12,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,510,451,49,52,10,1.95,25,10,10,2,19.4,9,32,2,1,21178.67,16544.21,196,81,Yağmurlu,0,0,1.45,88.43,10.2,1.96,19.96,18.04,51.0,41.53
2026-02-12,S005,İzmir Konak,İzmir,Konak,Merkez,416,381,28,32,7,1.47,23,9,9,2,15.1,3,15,1,0,19938.89,16644.69,134,49,Bulutlu,0,0,1.3,91.59,7.69,1.68,7.87,16.57,46.22,47.93
2026-02-12,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,444,397,39,41,8,1.68,19,7,7,1,18.9,5,14,1,1,20768.0,16916.66,161,88,Açık,0,0,1.22,89.41,9.23,1.8,12.59,20.89,63.43,46.77
2026-02-12,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,413,362,42,47,9,2.01,20,8,7,2,18.4,6,26,1,1,22517.99,16113.38,220,120,Yağmurlu,0,0,1.28,87.65,11.38,2.18,16.57,18.1,51.62,54.52
2026-02-12,S008,Konya Selçuklu,Konya,Selçuklu,Orta,339,298,35,36,6,1.82,16,6,5,2,22.1,4,6,1,1,14134.45,11349.32,157,52,Açık,0,0,0.92,87.91,10.62,1.77,13.42,18.62,56.5,41.69
2026-02-12,S009,Samsun İlkadım,Samsun,İlkadım,Orta,250,235,9,15,6,1.21,15,6,4,1,6.9,2,6,1,1,12878.46,10044.98,128,63,Açık,0,0,0.76,94.0,6.0,2.4,8.51,15.67,41.67,51.51
2026-02-12,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,262,249,9,10,4,1.47,14,5,4,0,5.6,3,6,1,0,14261.85,11769.5,114,37,Açık,0,0,0.74,95.04,3.82,1.53,12.05,17.79,52.4,54.43
2026-02-13,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,478,437,32,32,9,1.6,24,9,10,1,15.6,3,13,3,2,20271.99,15933.85,209,80,Bulutlu,0,0,1.4,91.42,6.69,1.88,6.86,18.21,53.11,42.41
2026-02-13,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,364,340,15,22,9,1.25,21,8,8,0,3.0,5,13,2,1,16280.92,12912.61,142,58,Bulutlu,0,0,1.27,93.41,6.04,2.47,14.71,16.19,45.5,44.73
2026-02-13,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,500,455,35,42,10,1.6,28,11,12,1,7.2,6,36,2,1,23674.78,19328.05,226,80,Yağmurlu,0,0,1.57,91.0,8.4,2.0,13.19,16.25,45.45,47.35
2026-02-13,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,504,453,44,49,7,2.01,25,10,10,2,18.5,7,31,2,2,20351.82,16961.91,184,79,Yağmurlu,0,0,1.46,89.88,9.72,1.39,15.45,18.12,50.4,40.38
2026-02-13,S005,İzmir Konak,İzmir,Konak,Merkez,398,370,20,25,8,1.59,23,9,9,2,11.3,5,9,1,0,17016.72,13459.57,170,90,Açık,0,0,1.29,92.96,6.28,2.01,13.51,16.09,44.22,42.76
2026-02-13,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,333,317,13,17,3,1.46,19,7,7,1,8.6,4,6,1,1,16401.18,14251.39,120,46,Açık,0,0,1.06,95.2,5.11,0.9,12.62,16.68,47.57,49.25
2026-02-13,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,354,322,24,28,8,1.3,20,8,7,2,13.2,5,8,0,1,18410.17,15287.89,158,52,Açık,0,0,0.99,90.96,7.91,2.26,15.53,16.1,44.25,52.01
2026-02-13,S008,Konya Selçuklu,Konya,Selçuklu,Orta,310,286,19,19,5,1.45,16,6,5,0,1.4,5,10,1,1,15299.79,13012.23,111,36,Açık,0,0,0.89,92.26,6.13,1.61,17.48,17.88,51.67,49.35
2026-02-13,S009,Samsun İlkadım,Samsun,İlkadım,Orta,280,251,24,27,5,1.75,15,6,4,2,13.5,3,5,0,1,12912.58,9881.91,133,44,Açık,0,0,0.86,89.64,9.64,1.79,11.95,16.73,46.67,46.12
2026-02-13,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,270,258,8,11,4,1.51,14,5,4,0,6.8,1,10,1,1,12987.19,10036.27,109,50,Açık,0,0,0.83,95.56,4.07,1.48,3.88,18.43,54.0,48.1
2026-02-14,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,249,234,11,12,4,1.4,24,9,10,2,0.0,2,9,1,1,12870.68,10432.46,129,40,Açık,0,0,1.4,93.98,4.82,1.61,8.55,9.75,27.67,51.69
2026-02-14,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,194,182,8,8,4,1.39,21,8,8,2,0.0,0,8,1,0,8487.94,6761.24,82,28,Bulutlu,0,0,1.14,93.81,4.12,2.06,0.0,8.67,24.25,43.75
2026-02-14,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,280,268,8,13,4,1.33,28,11,12,1,0.0,0,7,1,1,14565.29,11431.41,151,64,Açık,0,0,1.62,95.71,4.64,1.43,0.0,9.57,25.45,52.02
2026-02-14,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,228,210,15,20,3,1.72,25,10,10,2,0.0,5,17,1,1,10475.85,8352.1,100,40,Yağmurlu,0,0,1.29,92.11,8.77,1.32,23.81,8.4,22.8,45.95
2026-02-14,S005,İzmir Konak,İzmir,Konak,Merkez,171,162,6,9,3,1.18,23,9,9,2,0.0,0,4,1,0,7962.12,6521.77,64,30,Açık,0,0,1.32,94.74,5.26,1.75,0.0,7.04,19.0,46.56
2026-02-14,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,145,134,8,9,3,1.79,19,7,7,0,0.0,1,9,1,1,7070.78,6045.77,55,29,Yağmurlu,0,0,1.03,92.41,6.21,2.07,7.46,7.05,20.71,48.76
2026-02-14,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,181,167,11,13,3,1.8,20,8,7,2,0.0,3,12,0,0,9262.42,7463.16,96,33,Yağmurlu,0,0,1.18,92.27,7.18,1.66,17.96,8.35,22.62,51.17
2026-02-14,S008,Konya Selçuklu,Konya,Selçuklu,Orta,150,142,5,5,3,1.36,16,6,5,2,0.3,2,3,1,1,6877.04,5228.68,81,37,Açık,0,0,0.81,94.67,3.33,2.0,14.08,8.88,25.0,45.85
2026-02-14,S009,Samsun İlkadım,Samsun,İlkadım,Orta,114,110,2,3,2,1.28,15,6,4,1,0.0,0,2,0,0,5645.14,4095.08,61,22,Açık,0,0,0.83,96.49,2.63,1.75,0.0,7.33,19.0,49.52
2026-02-14,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,122,89,31,29,2,3.14,14,5,4,4,32.0,3,13,0,0,4489.8,3288.01,56,27,Karlı,0,0,0.79,72.95,23.77,1.64,33.71,6.36,24.4,36.8
2026-02-15,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,195,184,6,8,5,1.12,24,9,10,3,0.0,4,6,1,0,10588.56,8752.26,72,28,Açık,0,0,1.26,94.36,4.1,2.56,21.74,7.67,21.67,54.3
2026-02-15,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,215,203,7,10,5,1.23,21,8,8,1,0.0,3,6,1,0,11350.47,8909.09,98,40,Açık,0,0,1.37,94.42,4.65,2.33,14.78,9.67,26.88,52.79
2026-02-15,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,228,219,8,9,1,1.41,28,11,12,2,0.0,1,8,0,1,10082.19,7942.04,88,36,Bulutlu,0,0,1.61,96.05,3.95,0.44,4.57,7.82,20.73,44.22
2026-02-15,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,151,142,5,7,4,1.33,25,10,10,4,0.0,2,5,1,0,6488.08,5291.88,56,30,Açık,0,0,1.17,94.04,4.64,2.65,14.08,5.68,15.1,42.97
2026-02-15,S005,İzmir Konak,İzmir,Konak,Merkez,177,166,9,13,2,1.33,23,9,9,3,0.0,1,3,1,1,10035.88,7802.6,79,43,Açık,0,0,1.15,93.79,7.34,1.13,6.02,7.22,19.67,56.7
2026-02-15,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,155,147,7,9,1,1.38,19,7,7,1,0.0,0,5,1,0,7482.87,6029.25,59,24,Açık,0,0,1.06,94.84,5.81,0.65,0.0,7.74,22.14,48.28
2026-02-15,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,157,146,8,8,3,1.39,20,8,7,3,0.0,1,5,1,0,6653.11,5533.65,54,25,Bulutlu,0,0,1.09,92.99,5.1,1.91,6.85,7.3,19.62,42.38
2026-02-15,S008,Konya Selçuklu,Konya,Selçuklu,Orta,173,164,7,9,2,1.49,16,6,5,2,1.4,0,4,1,0,9629.6,7824.82,95,47,Açık,0,0,1.0,94.8,5.2,1.16,0.0,10.25,28.83,55.66
2026-02-15,S009,Samsun İlkadım,Samsun,İlkadım,Orta,90,84,4,3,2,1.19,15,6,4,2,0.0,1,2,1,0,4539.44,3882.8,30,10,Açık,0,0,0.77,93.33,3.33,2.22,11.9,5.6,15.0,50.44
2026-02-15,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,128,108,17,17,3,2.15,14,5,4,1,0.0,3,14,0,0,5830.23,4830.25,43,19,Karlı,0,0,0.79,84.38,13.28,2.34,27.78,7.71,25.6,45.55
2026-02-16,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,519,472,37,42,10,1.56,24,9,10,2,24.9,7,13,2,1,26444.45,22345.31,212,106,Bulutlu,0,0,1.27,90.94,8.09,1.93,14.83,19.67,57.67,50.95
2026-02-16,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,453,417,27,31,9,1.55,21,8,8,0,11.2,4,12,0,1,21197.66,16325.94,204,70,Açık,0,0,1.15,92.05,6.84,1.99,9.59,19.86,56.62,46.79
2026-02-16,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,614,567,31,38,16,1.52,28,11,12,0,15.4,6,19,3,1,29319.12,20954.67,337,170,Açık,0,0,1.47,92.35,6.19,2.61,10.58,20.25,55.82,47.75
